Datetime,Curtailment (GW),DSP (GW)
2046-01-01 00:00:00,1.1713831885071022,0.0
2046-01-01 00:30:00,0.0,0.0
2046-01-01 01:00:00,0.0,0.0
2046-01-01 01:30:00,0.0,0.0
2046-01-01 02:00:00,0.0,0.0
2046-01-01 02:30:00,0.0,0.0
2046-01-01 03:00:00,0.0,0.0
2046-01-01 03:30:00,0.0,0.0
2046-01-01 04:00:00,0.0,0.0
2046-01-01 04:30:00,0.897293549395,0.0
2046-01-01 05:00:00,0.984533295181,0.0
2046-01-01 05:30:00,1.494148698892,0.0
2046-01-01 06:00:00,2.1517522118538,0.0
2046-01-01 06:30:00,4.00368637449,0.0
2046-01-01 07:00:00,4.38222142539,0.0
2046-01-01 07:30:00,6.362535240599999,0.0
2046-01-01 08:00:00,6.949635585709999,0.0
2046-01-01 08:30:00,7.232354202609999,0.0
2046-01-01 09:00:00,8.31514808952,0.0
2046-01-01 09:30:00,8.85303117514,0.0
2046-01-01 10:00:00,8.65294441817,0.0
2046-01-01 10:30:00,8.38153583898,0.0
2046-01-01 11:00:00,8.09332713988,0.0
2046-01-01 11:30:00,7.59455715663,0.0
2046-01-01 12:00:00,6.978815888339999,0.0
2046-01-01 12:30:00,6.942000778769999,0.0
2046-01-01 13:00:00,6.561198752049999,0.0
2046-01-01 13:30:00,6.159994081329999,0.0
2046-01-01 14:00:00,5.424262950449999,0.0
2046-01-01 14:30:00,4.39423582981,0.0
2046-01-01 15:00:00,4.041281528400001,0.0
2046-01-01 15:30:00,3.77965055831,0.0
2046-01-01 16:00:00,3.0550383430100005,0.0
2046-01-01 16:30:00,2.085679881116,0.0
2046-01-01 17:00:00,1.117563287925,0.0
2046-01-01 17:30:00,1.316281229006,0.0
2046-01-01 18:00:00,0.0,0.0
2046-01-01 18:30:00,0.0,0.0
2046-01-01 19:00:00,0.0,0.0
2046-01-01 19:30:00,0.0,0.0
2046-01-01 20:00:00,0.0,0.0
2046-01-01 20:30:00,0.0,0.0
2046-01-01 21:00:00,0.0,0.0
2046-01-01 21:30:00,0.0,0.0
2046-01-01 22:00:00,0.0,0.0
2046-01-01 22:30:00,0.35267968808256767,0.187045
2046-01-01 23:00:00,0.0,0.0
2046-01-01 23:30:00,0.0,0.0
2046-01-02 00:00:00,0.0,0.0
2046-01-02 00:30:00,0.0,0.0
2046-01-02 01:00:00,0.0,0.0
2046-01-02 01:30:00,0.0,0.0
2046-01-02 02:00:00,0.0,0.0
2046-01-02 02:30:00,0.0,0.0
