Datetime,Curtailment (GW),DSP (GW)
2050-01-01 00:00:00,0.0,0.20613
2050-01-01 00:30:00,0.0,0.0
2050-01-01 01:00:00,0.0,0.0
2050-01-01 01:30:00,0.0,0.0
2050-01-01 02:00:00,0.0,0.0
2050-01-01 02:30:00,0.656682138942,0.0
2050-01-01 03:00:00,0.5743572116390538,0.0
2050-01-01 03:30:00,0.0,0.0
2050-01-01 04:00:00,0.667427105363,0.0
2050-01-01 04:30:00,0.706965288791,0.0
2050-01-01 05:00:00,0.673120904493,0.0
2050-01-01 05:30:00,0.623174794692,0.0
2050-01-01 06:00:00,2.7755575615628914e-17,0.0
2050-01-01 06:30:00,0.8016058581562999,0.0
2050-01-01 07:00:00,1.322009528904,0.0
2050-01-01 07:30:00,3.4502352042,0.0
2050-01-01 08:00:00,4.391578084089696,0.0
2050-01-01 08:30:00,6.015193217902,0.0
2050-01-01 09:00:00,7.778979925521999,0.0
2050-01-01 09:30:00,8.24642995866,0.0
2050-01-01 10:00:00,8.643662951969999,0.0
2050-01-01 10:30:00,8.928839766160001,0.0
2050-01-01 11:00:00,8.911878928530001,0.0
2050-01-01 11:30:00,8.96104873788,0.0
2050-01-01 12:00:00,8.96160165865,0.0
2050-01-01 12:30:00,9.19258374892,0.0
2050-01-01 13:00:00,9.26725525388,0.0
2050-01-01 13:30:00,9.30601653121,0.0
2050-01-01 14:00:00,9.456351003470001,0.0
2050-01-01 14:30:00,9.52922533767,0.0
2050-01-01 15:00:00,9.628254799090001,0.0
2050-01-01 15:30:00,9.5855015045,0.0
2050-01-01 16:00:00,8.44022412891,0.0
2050-01-01 16:30:00,7.8820966729299995,0.0
2050-01-01 17:00:00,7.045700254839999,0.0
2050-01-01 17:30:00,6.008123499269999,0.0
2050-01-01 18:00:00,4.3199578477500005,0.0
2050-01-01 18:30:00,2.12097490471,0.0
2050-01-01 19:00:00,0.671365216802,0.0
2050-01-01 19:30:00,0.23276021056099996,0.0
2050-01-01 20:00:00,0.1789704889100158,0.0
2050-01-01 20:30:00,0.05900987679342498,0.0
2050-01-01 21:00:00,0.0,0.20612999999999995
2050-01-01 21:30:00,0.9821666532374007,0.0
2050-01-01 22:00:00,0.04107523878337818,0.20613
2050-01-01 22:30:00,1.3877787807814457e-16,0.20613
2050-01-01 23:00:00,2.7755575615628914e-17,0.0
2050-01-01 23:30:00,1.3877787807814457e-16,0.0
2050-01-02 00:00:00,2.7755575615628914e-17,0.0
2050-01-02 00:30:00,2.7755575615628914e-17,0.0
2050-01-02 01:00:00,2.7755575615628914e-17,0.0
2050-01-02 01:30:00,2.7755575615628914e-17,0.0
2050-01-02 02:00:00,2.7755575615628914e-17,0.0
2050-01-02 02:30:00,2.7755575615628914e-17,0.0
2050-01-02 03:00:00,2.7755575615628914e-17,0.0
2050-01-02 03:30:00,2.7755575615628914e-17,0.0
2050-01-02 04:00:00,0.593224223764,0.0
2050-01-02 04:30:00,0.49162669069099996,0.0
2050-01-02 05:00:00,0.36038891709,0.0
2050-01-02 05:30:00,0.6110221027527069,0.0
2050-01-02 06:00:00,2.7755575615628914e-17,0.0
2050-01-02 06:30:00,1.1478465968609999,0.0
2050-01-02 07:00:00,2.372349826614,0.0
2050-01-02 07:30:00,4.78513103449,0.0
2050-01-02 08:00:00,5.73698931276,0.0
2050-01-02 08:30:00,5.927125699259999,0.0
2050-01-02 09:00:00,7.042094453779999,0.0
2050-01-02 09:30:00,7.475536910579999,0.0
2050-01-02 10:00:00,7.690171841329999,0.0
2050-01-02 10:30:00,7.793427418399999,0.0
2050-01-02 11:00:00,7.8429307246899995,0.0
2050-01-02 11:30:00,7.8373653888699994,0.0
2050-01-02 12:00:00,7.867919083039999,0.0
2050-01-02 12:30:00,7.9436961219899995,0.0
2050-01-02 13:00:00,8.04333153398,0.0
2050-01-02 13:30:00,8.06988939855,0.0
2050-01-02 14:00:00,7.712071935416999,0.0
2050-01-02 14:30:00,7.61631746272,0.0
2050-01-02 15:00:00,7.7767635215399995,0.0
2050-01-02 15:30:00,7.7858778512999995,0.0
2050-01-02 16:00:00,7.764133738659999,0.0
2050-01-02 16:30:00,7.55677966603,0.0
2050-01-02 17:00:00,7.109108876,0.0
2050-01-02 17:30:00,6.816274743739999,0.0
2050-01-02 18:00:00,5.20789442962,0.0
2050-01-02 18:30:00,3.0413972735800003,0.0
2050-01-02 19:00:00,1.3019933619969999,0.0
2050-01-02 19:30:00,0.4105592545069999,0.0
2050-01-02 20:00:00,0.18204504579899997,0.0
2050-01-02 20:30:00,0.23771561870899996,0.20613
2050-01-02 21:00:00,0.5625061113992414,0.0
2050-01-02 21:30:00,2.7755575615628914e-17,0.0
2050-01-02 22:00:00,2.7755575615628914e-17,0.0
2050-01-02 22:30:00,0.605895861429,0.0
2050-01-02 23:00:00,0.0,0.20613
2050-01-02 23:30:00,0.0,0.20613
2050-01-03 00:00:00,0.0,0.0
2050-01-03 00:30:00,0.0,0.0
2050-01-03 01:00:00,0.0,0.0
2050-01-03 01:30:00,0.0,0.0
2050-01-03 02:00:00,0.0,0.0
2050-01-03 02:30:00,0.0,0.0
2050-01-03 03:00:00,0.0,0.0
2050-01-03 03:30:00,0.0,0.0
2050-01-03 04:00:00,0.0,0.0
2050-01-03 04:30:00,0.0,0.0
2050-01-03 05:00:00,0.0,0.0
2050-01-03 05:30:00,0.0,0.0
2050-01-03 06:00:00,0.016123764144140296,0.0
2050-01-03 06:30:00,0.0,0.0
2050-01-03 07:00:00,0.0,0.0
2050-01-03 07:30:00,0.0,0.0
2050-01-03 08:00:00,8.326672684688674e-17,0.0
2050-01-03 08:30:00,5.551115123125783e-16,0.0
2050-01-03 09:00:00,0.49726108964900106,0.0
2050-01-03 09:30:00,2.8206161801891443,0.0
2050-01-03 10:00:00,4.10947805843,0.0
2050-01-03 10:30:00,7.64019921044,0.0
2050-01-03 11:00:00,7.6553991430999995,0.0
2050-01-03 11:30:00,7.399165689199999,0.0
2050-01-03 12:00:00,7.0560924495199995,0.0
2050-01-03 12:30:00,7.139811712799999,0.0
2050-01-03 13:00:00,6.989739288219999,0.0
2050-01-03 13:30:00,6.576288147599999,0.0
2050-01-03 14:00:00,6.9035308430999995,0.0
2050-01-03 14:30:00,6.78196122207,0.0
2050-01-03 15:00:00,6.361384988259999,0.0
2050-01-03 15:30:00,5.973159523769999,0.0
2050-01-03 16:00:00,4.37792136191,0.0
2050-01-03 16:30:00,2.93004051301,0.0
2050-01-03 17:00:00,1.8118439788255,0.0
2050-01-03 17:30:00,0.920161224513,0.0
2050-01-03 18:00:00,0.216479153024,0.0
2050-01-03 18:30:00,0.0,0.0
2050-01-03 19:00:00,0.0,0.20613
2050-01-03 19:30:00,0.0,0.20613
2050-01-03 20:00:00,0.0,0.0
2050-01-03 20:30:00,0.0,0.20613
2050-01-03 21:00:00,0.0,0.0
2050-01-03 21:30:00,0.0,0.20613
2050-01-03 22:00:00,0.0,0.0
2050-01-03 22:30:00,0.0,0.0
2050-01-03 23:00:00,0.0,0.0
2050-01-03 23:30:00,0.0,0.0
2050-01-04 00:00:00,0.0,0.20613
2050-01-04 00:30:00,0.0,0.20613
2050-01-04 01:00:00,0.0,0.20613
2050-01-04 01:30:00,2.7755575615628914e-17,0.0
2050-01-04 02:00:00,2.7755575615628914e-17,0.0
2050-01-04 02:30:00,2.7755575615628914e-17,0.0
2050-01-04 03:00:00,2.7755575615628914e-17,0.20612999999999995
2050-01-04 03:30:00,0.0,0.0
2050-01-04 04:00:00,0.0,0.0
2050-01-04 04:30:00,0.0,0.0
2050-01-04 05:00:00,0.0,0.0
2050-01-04 05:30:00,0.0,0.0
2050-01-04 06:00:00,0.0,0.0
2050-01-04 06:30:00,2.7755575615628914e-17,0.0
2050-01-04 07:00:00,0.0,0.0
2050-01-04 07:30:00,0.0,0.0
2050-01-04 08:00:00,0.606923471280001,0.0
2050-01-04 08:30:00,1.311290529610001,0.0
2050-01-04 09:00:00,1.8265625728300015,0.0
2050-01-04 09:30:00,3.63755077314141,0.0
2050-01-04 10:00:00,6.8551754237399996,0.0
2050-01-04 10:30:00,7.087371449379999,0.0
2050-01-04 11:00:00,7.118095653249999,0.0
2050-01-04 11:30:00,7.188291402809999,0.0
2050-01-04 12:00:00,7.235549797699999,0.0
2050-01-04 12:30:00,7.1253965531159995,0.0
2050-01-04 13:00:00,7.355784870979999,0.0
2050-01-04 13:30:00,7.410695710989999,0.0
2050-01-04 14:00:00,6.694025194339999,0.0
2050-01-04 14:30:00,6.751952310069999,0.0
2050-01-04 15:00:00,7.161423021189999,0.0
2050-01-04 15:30:00,7.483903453229999,0.0
2050-01-04 16:00:00,8.54177102711,0.0
2050-01-04 16:30:00,8.502282950869999,0.0
2050-01-04 17:00:00,7.159894812359999,0.0
2050-01-04 17:30:00,6.44218505882,0.0
2050-01-04 18:00:00,4.91188205864,0.0
2050-01-04 18:30:00,2.6812070603500002,0.0
2050-01-04 19:00:00,0.8472985882957,0.0
2050-01-04 19:30:00,0.0,0.0
2050-01-04 20:00:00,0.017377367421075096,0.0
2050-01-04 20:30:00,0.0,0.0
2050-01-04 21:00:00,0.0,0.0
2050-01-04 21:30:00,0.0,0.0
2050-01-04 22:00:00,0.0,0.0
2050-01-04 22:30:00,0.0,0.0
2050-01-04 23:00:00,0.0,0.0
2050-01-04 23:30:00,0.0,0.0
2050-01-05 00:00:00,0.0,0.0
2050-01-05 00:30:00,0.0,0.0
2050-01-05 01:00:00,0.0,0.0
2050-01-05 01:30:00,0.0,0.0
2050-01-05 02:00:00,0.0,0.0
2050-01-05 02:30:00,0.0,0.0
2050-01-05 03:00:00,0.0,0.0
2050-01-05 03:30:00,0.0,0.0
2050-01-05 04:00:00,0.0,0.0
2050-01-05 04:30:00,0.0,0.0
2050-01-05 05:00:00,0.0,0.0
2050-01-05 05:30:00,0.42580738643053584,0.0
2050-01-05 06:00:00,0.0,0.0
2050-01-05 06:30:00,0.0,0.0
2050-01-05 07:00:00,0.0,0.0
2050-01-05 07:30:00,0.6611913145700009,0.0
2050-01-05 08:00:00,5.911870463879999,0.0
2050-01-05 08:30:00,6.390586518479999,0.0
2050-01-05 09:00:00,6.896128013109999,0.0
2050-01-05 09:30:00,7.222590124129999,0.0
2050-01-05 10:00:00,7.4317330537799995,0.0
2050-01-05 10:30:00,7.498216187199999,0.0
2050-01-05 11:00:00,7.454834148789999,0.0
2050-01-05 11:30:00,7.390893577509999,0.0
